,price,listing_title,listing_subtitle,name,sqft,bedrooms,bathrooms,address,price_per_sqft,listing_tags,listings_desc,developer,property_title_type,furnishing,built_year,listed_on,tenure,property_type,floor_lv,psf_det,floor_size_det,num_units,facilities,url
1855,"1,390,000",Taman Putra Prima,,Taman Putra Prima,3000,5,5,"Jalan PP 2/12, Bandar Puteri Puchong, Puchong, Selangor",463.33,3-storey Terraced House,"
Description
3 storey End Lot Corner House Taman Putra Prima, Puchong Selangor
                                    BELOW MARKET PRICE
3 storey End Lot Corner House, Taman Putra Prima
- Fully Renovated worth 600K
- Fully Extended
- Land area 22 x 65 + Extra 10ft land
- B/up 3000sf
- 5 bedroom, 5 bathroom
- Extra Parking infront of house
- Freehold
- Nice environment
- Gate & Guarded
- Asking = RM 1.39mil
- 24 Hours Security

shall you have any further euquiries, please contract
Shein Lim 010-5224646 
 012-2034646 

                                    Read More
",,,Fully Furnished,N/A,6 days ago,Freehold,3-storey Terraced House For Sale,,RM 463.33 psf,3000 sqft,,"Air-Conditioning, Balcony, Bed, Cable TV, Cooker Hob/Hood, Corner Unit, Dining Room Furniture, Dishwasher, Fridge, Internet Connection, Oven / Microwave, Renovated, Washing Machine, Water Heater, 24 hours security",https://www.propertyguru.com.my/property-listing/taman-putra-prima-for-sale-by-shein-lim-35571232#contact-agent
1856,"959,000",Subang Neighbourhood NEW 2 Storey 30x70 Garden Home,,Subang Neighbourhood NEW 2 Storey 30x70 Garden Home,2800,4,5,"New Green Township Near MCD Kesas highway, Bandar Sunway, Subang Jaya, Selangor",342.50,2-storey Terraced House,"
Description
Near Subang Jaya new 2sty 0 dpayment 0 legal fee free mot hot selling
                                    New Launch 2-Storey Landed Home@ Kota Kemuning Town

#0 Downpayment (Pay Installment only)
#Free MOT Free MOT 
#Free All SPA Loan Legal Fee
#Free Loan Stamp Duty & Disbursement Fee
Loan approve sign Agreement get dream home now!

1.) 2 Storey Superlink (22x70)
-Built up 2500 sf
-4 room 4 bath 2x Living Hall
-Fully Extended (Save cost)

2.) 2 Storey Garden Semi-D Home (30x70 / 32x75)
-Built up 2800 sf
-Semi D concept 8fft garden land
-4 room 5 bath 2x Living Hall
From RM 1.3m

√Branded Developer
√Clubhouse Facility
√Gated Guarded CCTV
√Last Phase Individual Title

NickChin @ 0126642834 
 Call NOW
                                    Read More
",,Individual,Unfurnished,2024,5 days ago,,2-storey Terraced House For Sale,,RM 342.50 psf,2800 sqft,,"Air-Conditioning, Balcony, Bathtub, City View, Corner Unit, Garage, Private Garden, Ground Floor, Park / Greenery View, Hairdryer, Intercom, Lake View, Maidsroom, Original Condition, Outdoor Patio, Swimming Pool View, Roof Terrace, Walk-in-wardrobe, Water Heater, Adventure park, Adult Fitness Stations, Badminton hall, Basketball court, Barbeque Area, Business Centre, Cafes, Car Park, Covered car park, Children's Playground, Clubhouse, Covered Linkways, Community Garden, Community Plaza, Driving range, Eateries, Existing Bus Stop, Perimeter Fencing, Fitness corner, Fun pool, Function room, Game room, Gymnasium room, Jacuzzi, Jogging track, Karaoke, Lap pool, Launderette, Landscaped Garden, Library, Lift lobby, Lounge, Main entrance, Meeting room, Mini golf range, Mini-Mart, Multi-Storey Car Park, Multi-purpose hall, Nursery, Open car park, Pavillion, Pool Deck, Playground, Pantry, Precinct Pavilion, Putting Green, Reading Room, Reflexology Path, Roof Terrace, Salon, 24 hours security, Shelters, Spa pool, Squash court, Steam bath, Swimming pool, Tennis courts, Utilities Center, Wading pool",https://www.propertyguru.com.my/property-listing/subang-neighbourhood-new-2-storey-30x70-garden-home-for-sale-by-nick-ch-36133737#contact-agent
1857,"980,000","Cheras Vista, Bandar Mahkota Cheras",,"Cheras Vista, Bandar Mahkota Cheras",2351,5,3,"Jalan Vista Utama, Bandar Mahkota Cheras, Cheras, Selangor",416.84,2-storey Terraced House,"
Description
Cheras Vista Fully Renovated Good Condition 2 Sty Hse Freehold Rm980k
                                    CALL POLLY LEW 0166550689 
 For Viewing Land Area 22 x 70 Built Up 2351sf
5 Room 3 Bathroom 
Partial Furnished
Gated & Guarded Security
Facing South West 

Dry & Wet Kitchen Fully Extend
6 Aircon
3 Water Heater
Cooking Hood
1 King Bed
1 Single Bed

Highway:
Cheras Kajang
Silk
SUKE 
EKVE

UTAR
Primary, Secondary & Private School
Kindergarten

Hospital
Sg Long
Kajang
Columbia
KPJ

AEON Cheras Selatan
BMC Mall
The Mines
Metro Point Kajang

Bt Sg Long Hill
Sg Long Golf & Country Club
Badminton Court

WhatsApp or call POLLY LEW 0166550689 
 for appointment. Thank you for your trust and support!
                                    Read More
",,Individual,Partially Furnished,N/A,5 days ago,Freehold,2-storey Terraced House For Sale,,RM 416.84 psf,2351 sqft,,"Air-Conditioning, Cooker Hob/Hood, Renovated, Water Heater",https://www.propertyguru.com.my/property-listing/cheras-vista-bandar-mahkota-cheras-for-sale-by-polly-lew-36122505#contact-agent
1858,"135,000",Taman Putra Perdana 5 Apartment,,Taman Putra Perdana 5 Apartment,781,3,1,"- Jalan Putra Perdana 5F Off Jalan Puchong, Puchong, Selangor",172.86,Apartment,"
Description
Shop Apartment @ Jalan Putra Perdana 5f
                                    PRICE DROP FROM 150K to 135K

SHOP APARTMENT AT JALAN PUTRA PERDANA 5F FOR SALES

ASKING PRICE : RM135000 (nego)
-----------------------------------------------

Type : Shop Apartmen
Tenure : Leasehold
Other Info : Bumi Lot

No. of Bedrooms : 3
No. of Bathrooms: 1
Built Up : 781 sqft
Level : 1 
Parking : Open parking
Balcony : Big with Awning (24x14sqft)

GOOD FOR INVESTMENT OR OWN STAY

RENOVATIONS
- Awning and Tiles at Balcony
- Table top and tiles

AMENITIES
- Near to Masjid Putra Perdana
- Near to SRK & SMK
- Near to Lotus
- 5 minutes to Cyberjaya
- Walking distance shops/retails
                                    Read More
",,Strata,Unfurnished,N/A,4 days ago,Leasehold,Apartment For Sale,Low Floor,RM 172.86 psf,781 sqft,-,"Balcony, Corner Unit, Low Floor, Renovated",https://www.propertyguru.com.my/property-listing/taman-putra-perdana-5-apartment-for-sale-by-abdul-rahim-36360818#contact-agent
1859,"590,000",[Rawang Freehold]24x65 superlink house freehold 0 entry cost,,[Rawang Freehold]24x65 superlink house freehold 0 entry cost,1760,4,3,"Selayang, Gombak, Selangor",335.23,2-storey Terraced House,"
Description
Klang Valley Cheaper price in the town double storey superlink house
                                    Please Take noted !!!

all the advertisement photo & location just for illustration & advertising purpose and kindly contact
Chris 013-288 8286 

for more information !!!

Property Details
-Freehold
-Brand New
-Low density 400 units
-Total 45 acres
-15 acre for Landscape Environment
-24x65 Land Area
-1800 sf
-4 Bed and 3 Bathrooms

*BUMI LOT 590K*
*NON BUMI LOT 635K*

Take noted :
advertisement photo just for illustration purpose and please call :
chris see 013-288 8286 
 for more details.

ARE YOU MISS OUT BEFORE THE LANDED PROPERTY AS :
-SUNWAY
-SETIA ALAM
-PUCHONG
-DESA PARKCITY
-BANDAR UTAMA
-TTDI
-.............................

Don't Give Up & don't worries now !!! you have a opportunity get it belong to you !!!


Amber green environment cycling jogging track !!!

Next to town only 5min 5min 5min !!!

Exit or access to major highway within 7 minute !!!

amenities !!!
mature area shopping complex convenient shop international school private hospital

Branded Developer New Japanese Environment Landscape


a lot ! a lot ! a lot ! .....benefit can't fully mention details here !!!

Take noted :
enquiry is free charges special for you
please don't hesitates to call me now ! action now ! sms now !

chris see 013-288 8286 

                                    Read More
",,Strata,Unfurnished,2025,4 days ago,Freehold,2-storey Terraced House For Sale,,RM 335.23 psf,1760 sqft,,"Adventure park, Barbeque Area, Cafes, Car Park, Covered car park, Children's Playground, Covered Linkways, Community Garden, Drop Off Point, Driving range, Perimeter Fencing, Jogging track, Landscaped Garden, Playground, Putting Green, Reflexology Path, 24 hours security",https://www.propertyguru.com.my/property-listing/rawang-freehold-24x65-superlink-house-freehold-0-entry-cost-for-sale-by-chris-see-35980215
1860,"1,750,135",Subang Bestari,,Subang Bestari,3320,4,5,"Jalan Nova U5/63, Subang Bestari, Subang, Selangor",527.15,Semi-Detached House,"
Description
Ametis Subang Bestari Shah Alam Semi-D 2 storey Actual Photos
                                    Ametis Subang Bestari Shah Alam Semi-D 2 storey fully furnished unit to SELL

- built up 3320sf
- land sized 3920sf
- 4 rooms 5 baths 3 carparks
- provided branded custom made kitchen cabinet, wardrobe, sofa & furniture
- renovation worth RM 600,000
- facing South East
- leasehold, 73 year
- Ametis Subang Bestari area hv 22 units only
- bank value RM 1.8mil - 1.85mil by Public, CIMB & Hong Leong. 

- near to Start Avenue, business park, 99 speedmart, KK mart, 7 Eleven, restaurants, HELP University & etc.
- easy access to DASH & NKVE highway.



JoshuA Tee 012-2939 599 

Sinland Real Estate
                                    Read More
",A JV Between 9 Developers,Individual,Fully Furnished,2013,6 days ago,Leasehold,Semi-Detached House For Sale,,RM 527.15 psf,3320 sqft,120,"Air-Conditioning, Balcony, Bed, Cooker Hob/Hood, Dining Room Furniture, Fridge, Living Room Furniture, Renovated, Washing Machine, Water Heater, Car Park, Children's Playground, Perimeter Fencing, Fitness corner",https://www.propertyguru.com.my/property-listing/subang-bestari-for-sale-by-joshua-tee-36347029#contact-agent
1861,"550,000",Hillpark @ Shah Alam,,Hillpark @ Shah Alam,1554,4,3,"Puncak Alam, Shah Alam, Selangor",353.93,2-storey Terraced House,"
Description
Maple 2 Hill Park, Puncak Alam Double Storey Landed House for Sale
                                    Double Storey House in Puncak Alam

Landed house intermediate Maple 2 Hilll Park,Puncak Alam Selangor
========================
RM550k

Title: Leasehold (Nonbumi lot)
Landarea: 20 x 75 (1496sqft)
Build up: 1554sqft
Bedroom: 4 room
Bathroom: 3 room
Gated & Guarded

Access/Amenities 
=================
*McDonald's drive thru
*UiTM
*Tesco
*Econsave 
*Next to Bandar Saujana Utama,Sungai Buloh

New access:
==========
*Shah Alam 
*Subang
*Latar highway
*Skve
*Plus highway
*Guthrie highway

Facilities:
==========
Jogging Track, Security, Squash Court, Playground
========================

For more information contact 
MR. Kanen : (0185774103 
) (REN 53277)
www.wasap.my/60185774103/puncakalam2RM550k
MAXXAN REALTY SDN BHD
                                    Read More
",MKH Berhad,,Unfurnished,2018,1 day ago,Leasehold,2-storey Terraced House For Sale,,RM 353.93 psf,1554 sqft,1095,"Park / Greenery View, Car Park, Children's Playground, Landscaped Garden, Playground, 24 hours security",https://www.propertyguru.com.my/property-listing/hillpark-shah-alam-for-sale-by-kanen-35997795
1862,"218,000",Serdang Skyvillas (Serdang Perdana),,Serdang Skyvillas (Serdang Perdana),950,3,2,"- Jalan SP5/5, Taman Serdang Perdana, Seri Kembangan, Selangor",229.47,Apartment,"
Description
Serdang Sky Village Nice new Paint and Basic Unit For Sale
                                    *Fast Grab it before late!! LIMITED UNIT !!!!

CALL Herbert 011-55068191 

CALL Herbert 011-55068191 

CALL Herbert 011-55068191 


* This property is arguably one of the best in its range a MUST view *

Appreciate to view with appointment!
View to Offer Price !

For personalized presentation, please contact me. It would be my pleasure to serve you.

Please: Call/SMS/WhatsApp/Email for more information. Thank you!

Herbert http://www.wasap.my/601155068191
Herbert http://www.wasap.my/601155068191
Herbert http://www.wasap.my/601155068191

Residential and Commercial Division

Special Offers :-
- Understand Your Requirements & Get the Best Unit for You
- Provide You The Best Service And Best Price
- Will Provide the House in Good Conditions
- Many Units in Hand, Can Recommend For You
- Promising After Sales Service
- Ask for the low price?

*DISCLAIMER
Photo is just for a DISPLAY! To protect owner's and tenants privacy, pictures shown may not be the actual unit it is for illustration purpose only.
Appreciate your understanding and viewing appointment on actual unit is always welcome.

* Owner's are welcome to list your properties. *
                                    Read More
",Green Crescent Resources,Strata,Unfurnished,"December, 2022",15 hours ago,Leasehold,Apartment For Sale,Middle Floor,RM 229.47 psf,950 sqft,-,"Cafes, Covered car park, Gymnasium room, Mini-Mart, Nursery, 24 hours security, Swimming pool, Wading pool",https://www.propertyguru.com.my/property-listing/serdang-skyvillas-serdang-perdana-for-sale-by-herbert-goh-35791786#contact-agent
1863,"1,390,000",Taman Putra Prima,,Taman Putra Prima,3000,5,5,"Jalan PP 2/12, Bandar Puteri Puchong, Puchong, Selangor",463.33,3-storey Terraced House,"
Description
3 storey End Lot Corner House Taman Putra Prima, Puchong Selangor
                                    BELOW MARKET PRICE
3 storey End Lot Corner House, Taman Putra Prima
- Fully Renovated worth 600K
- Fully Extended
- Land area 22 x 65 + Extra 10ft land
- B/up 3000sf
- 5 bedroom, 5 bathroom
- Extra Parking infront of house
- Freehold
- Nice environment
- Gate & Guarded
- Asking = RM 1.39mil
- 24 Hours Security

shall you have any further euquiries, please contract
Shein Lim 010-5224646 
 012-2034646 

                                    Read More
",,,Fully Furnished,N/A,6 days ago,Freehold,3-storey Terraced House For Sale,,RM 463.33 psf,3000 sqft,,"Air-Conditioning, Balcony, Bed, Cable TV, Cooker Hob/Hood, Corner Unit, Dining Room Furniture, Dishwasher, Fridge, Internet Connection, Oven / Microwave, Renovated, Washing Machine, Water Heater, 24 hours security",https://www.propertyguru.com.my/property-listing/taman-putra-prima-for-sale-by-shein-lim-35571232
1864,"370,000","(EXTENDED) Jalan Inai, Bukit Beruntung",,"(EXTENDED) Jalan Inai, Bukit Beruntung",1600,4,3,"Bukit Beruntung, Rawang, Selangor",231.25,2-storey Terraced House,"
Description
Freehold, extended, renovated
                                    2 Storey Terrace, Inai Bukit Beruntung, Rawang

Kindly contact KaEe 014-3688996 
 for viewing arrangement or enquiries.

Property Detail :
- 20x80 
- Freehold 
- 4R3B
- Renovated Unit 
- Kitchen Extended
- Kitchen Cabinet 
- Table Top 

Asking Price Rm370k Nego

Requirement:
- 3% Booking Fees
- 7% Balance When Signing S&P
- Total 10% Down Payment

- Government Loan Acceptable
- EPF Withdrawal Acceptable


Kindly contact KaEe 014-3688996 
 for viewing arrangement or enquiries.

OWNER ARE WELCOME TO LIST
We are rawang specialists, we provide professional solution to assists you
                                    Read More
",,,,N/A,6 days ago,Freehold,2-storey Terraced House For Sale,,RM 231.25 psf,1600 sqft,,,https://www.propertyguru.com.my/property-listing/extended-jalan-inai-bukit-beruntung-for-sale-by-ka-ee-35512055#contact-agent
1865,"700,000",Bukit Rahman Putra Sungai Buloh,,Bukit Rahman Putra Sungai Buloh,1911,4,3,"Bukit Rahman Putra, Sungai Buloh, Selangor",366.30,2-storey Terraced House,"
Description
Freehold 2 Storey, Gated Guarded,Clubhouse Facilities, Low Density
                                    Freehold 2 Storey Terrace House, Sungai Buloh
~~ New Launching New Freehold Landed near Sungai Buloh~~~

Location: Shah Alam U17 
~ Price from RM702k
~ LA: 20x70
~ BU: 1,900sf
~ 4 Rooms 3 Baths
~ Low Density, only 154 units
~ Gated Guarded with Facilies
~ Access to Guthrie (GCE), LATAR, DASH, NKVE
~ Lower than market price
~ Nearby Mc Donald, Tesco (Lotus)
~ Nearby Chinese Primary school, Seconadry school 
~ 10 mins to MRT Sg Buloh
~ 20 mins to Manjarala, Kepong
~ 30 mins to Damansara, PJ, KL, Mon't Kiara
~ Special Early Bird Package

Contact Athena Chin 019-650 4151 
 for viewing appointment,
                                    Read More
",,Strata,Unfurnished,N/A,6 days ago,Freehold,2-storey Terraced House For Sale,,RM 366.30 psf,1911 sqft,,,https://www.propertyguru.com.my/property-listing/bukit-rahman-putra-sungai-buloh-for-sale-by-athena-chin-36253317#contact-agent
1866,"775,000",【Asura 22x75】Extended Bukit Tinggi 2 near Bandar Botanic Klang,,【Asura 22x75】Extended Bukit Tinggi 2 near Bandar Botanic Klang,1950,4,4,"Bandar Bukit Tinggi, Klang, Selangor",397.44,2-storey Terraced House,"
Description
Opposite Toyota Showroom More Parking
                                    Bukit Tinggi 2, Asura Homes
Double Storey
Asking : RM 799k (Opposite Toyota SR)

22x75
Kitchen Fully Extended
Spacious layout
Facing No house with Ample Parking Space
4 Bedrooms 4 Bathrooms
Free hold
Gated guarded
Non bumi lot
--------------------------
Call :  010 932 7866 
 ( REN 05459 ) Andy Tee for more info or viewing
 Whatsapp : wa.me/60109327866

One stop solution for Buyer Bank Loan application & Legal support.
#asura
#klang
                                    Read More
",,,Partially Furnished,N/A,5 days ago,Freehold,2-storey Terraced House For Sale,,RM 397.44 psf,1950 sqft,,,https://www.propertyguru.com.my/property-listing/asura-22x75-extended-bukit-tinggi-2-near-bandar-botanic-klang-for-sale-by-kb-tee-34794205
1867,"520,000",BLOK 3 Bandar TASIK PUTERI RAWANG,,BLOK 3 Bandar TASIK PUTERI RAWANG,3154,5,3,"Bandar Tasik Puteri, Rawang, Selangor",164.87,2-storey Terraced House,"
Description
3,154sf 2 Storey Terrace End Lot Block 3 Bandar Tasik Puteri Rawang
                                    For Sale 

Double Storey Terrace House 
(End Lot), Blok 3
Bandar Tasik Puteri, Rawang

==============================
Asking Price : RM 520K (Negotiable)
==============================

Property Details :
Double Storey Terrace House
End Lot
Land Area : 3154 sqft
Leasehold
Bumi Lot
5 Bedrooms
3 Bathrooms
Basic unit

Contact :
Ainie Daud 018-2510064 

http://www.wasap.my/+60182510064
REN14280 NILAI PROPERTIES REALTY SDN BHD
                                    Read More
",,Individual,Unfurnished,N/A,1 week ago,Leasehold,2-storey Terraced House For Sale,,RM 164.87 psf,3154 sqft,,,https://www.propertyguru.com.my/property-listing/blok-3-bandar-tasik-puteri-rawang-for-sale-by-rohani-daud-36339799
1868,"2,200,000",Sunway Rydgeway,,Sunway Rydgeway,4700,5,5,"Ampang Jaya, Ampang, Selangor",468.09,Bungalow House,"
Description
Bungalow Type Sunway Rydgeway, Cheapest in Town
                                    Sunway Rydgeway (((BUNGALOW TYPE)))
SPECIFICATION
-Leasehold 
-Bumi Lot
-5+1 bedrooms
-5 bathrooms
-Built up :5345 SF
-Land area : 4700 SF

With
-Internal courtyard water feature
-Ensuite bathrooms with all rooms
-Alarm system
-Extra porch parking
-Build in kitchen cabinet

FACILITIES / CLUBHOUSE
- Swimming Pool
- Gymnasium
- 24/7 Security (Gated & Guarded)
- Intercom

SURROUNDING
- Melawati Mall
- SMK Taman Melawati
- SK Taman Melawati
- Giant Taman Permata
- International Zoo

ACCESSIBILITY
- MRR2
- DUKE
- AKLEH

( This is a BUNGALOW TYPE )

Please contact us for more info and viewing arrangement :
-Looking for a unit somewhere else? Call/Whatsapp me for futher inquiries
-Need someone to sell your unit? Call/Whatsapp me for futher inquiries
-Owners are always welcome to list their property for Sale/Rent

Amirul Abdullah
(REN36353) 019-6371299 
 
Maxxan Realty E(1)1766
wa.me/60196371299
                                    Read More
",SunwayMas Sdn Bhd,,,2012,6 days ago,Leasehold,Bungalow House For Sale,,RM 468.09 psf,5345 sqft,70,"Jogging track, Landscaped Garden, Pavillion, Playground, 24 hours security, Swimming pool",https://www.propertyguru.com.my/property-listing/sunway-rydgeway-for-sale-by-amirul-bin-abdullah-36343490
1869,"5,000,000",Sierramas,,Sierramas,8500,6,7,"Sierra Mas, Sungai Buloh, Selangor",588.24,Bungalow House,"
Description
Please call if interested
                                    Sierramas, Sungai Buloh , SierraMas
Beautiful Bungalow For Sale at Sierramas

*** An Award Winning Development Sierramas ***

Property Details:

Built-Up: 7500qft
Land Area: 8500sqft

-Freehold
-Gated Guarded
-6 Bedrooms
-7 Bathrooms
-Well Maintained
-Exclusive & Amazing View
-View to Believe

Don’t Miss this Opportunity to Own This Beautiful House!

For Further Information and Viewing Appointment, feel free to contact
Brian Tang
Mobile: 019-3316816 

                                    Read More
",,,,2007,6 days ago,Freehold,Bungalow House For Sale,,RM 588.24 psf,7500 sqft,,"Basketball court, Car Park, Clubhouse, Gymnasium room, 24 hours security, Squash court, Swimming pool, Tennis courts, Wading pool",https://www.propertyguru.com.my/property-listing/sierramas-for-sale-by-brian-tang-31243200
1870,"817,000",22*80 Biggest Size Botanic Klang near AEON Bandar Bukit Tinggi 2,,22*80 Biggest Size Botanic Klang near AEON Bandar Bukit Tinggi 2,2200,4,4,"Bandar Botanic, Klang, Selangor",371.36,2-storey Terraced House,"
Description
Super Value Buy
                                    Bandar Botanic Klang
2 Storey

Biggest Size
22x80
Fully extended (up & down)
4+1 rooms + 3 bathrooms + 1 store
Carporch extended
Gated guarded
Free hold

For more info or viewing:- 010 932 7866 

Andy Tee
                                    Read More
",,Individual,,N/A,1 day ago,Freehold,2-storey Terraced House For Sale,,RM 371.36 psf,2200 sqft,,24 hours security,https://www.propertyguru.com.my/property-listing/22-80-biggest-size-botanic-klang-near-aeon-bandar-bukit-tinggi-2-for-sale-by-kb-tee-35489134#contact-agent
1871,"570,000",Taman Selayang Mulia Bandar Baru Selayang 2,,Taman Selayang Mulia Bandar Baru Selayang 2,2200,4,3,"Jalan SM2, Taman Selayang Mulia, Selayang, Gombak, Selangor",259.09,3-storey Terraced House,"
Description
Renovated 3 storey house taman selayang mulia bandar baru selayang 2
                                    RENOVATED 3 STOREY HOUSE, TAMAN SELAYANG MULIA, BANDAR BARU SELAYANG.

ASKING PRICE: RM 570k

PROPERTY DETAILS :-
- Renovated Unit
- Leasehold Bumi Lot
- Land Area: 1,104sqft
- Builtup: 2200 sq.ft Approx
- 3+1 bedrooms 3 bathrooms
- Kitchen Cabinet Extend
- Intermediate
- Gated & Guarded
- Peaceful environment


ASKING PRICE: RM570,000

booking 3.18% & 6.82% upon sign SNP

lawyer & loan can be arrange

Call / Whatsapp / Telegram :
 019-286 0852 
 Halimatun [PEA 3270]
http://halimatun.wasap.my
 019-282 0852 
 faizal    [PEA 2616]
http://faizalmdismail.wasap.my

CHESTER PROPERTIES BANGI
                                    Read More
",,Individual,Partially Furnished,N/A,4 hours ago,Leasehold,3-storey Terraced House For Sale,,RM 259.09 psf,2200 sqft,,24 hours security,https://www.propertyguru.com.my/property-listing/taman-selayang-mulia-bandar-baru-selayang-2-for-sale-by-mohd-faizal-36331567
1872,"550,000",Taman Selayang Mutiara,,Taman Selayang Mutiara,1400,4,2,"Jalan Mutiara 4/5 Taman Selayang Mutiara, Selayang, Gombak, Selangor",392.86,Semi-Detached House,"
Description
Extended Semi D Taman Selayang Mutiara, Selayang
                                    #1113
Want To Sell
Extended Semi D Taman Selayang Mutiara, Selayang

Details Particular:
- Title: Leasehold (Non-Bumi)
- Land size: 30' x 75' (2250sqft)
- Built up size: ~1400 sqft
- 4 bedrooms and 2 bathrooms
- Spacious land

Amenities:
- Short driveway to The Selayang town centre.
- Near to restaurants, mini markets, stadium MPS.
- Close to nature and greenery.
- Near to recreational spots such as HOT SPRINGS site, 
Hutan Lipur Bukit Lagong.

Easy Access to:
- Jalan Kuching federal route
- Duta-Ulu Kelang Highway (DUKE)
- Karak Highway

Please contact for details & viewing 0193901760 

                                    Read More
",,Individual,Unfurnished,N/A,4 days ago,Leasehold,Semi-Detached House For Sale,,RM 392.86 psf,1400 sqft,-,Car Park,https://www.propertyguru.com.my/property-listing/taman-selayang-mutiara-for-sale-by-umi-syira-36301983
1873,"1,200,000",Puchong New township 3 storey Superlink (READY TO MOVE IN),,Puchong New township 3 storey Superlink (READY TO MOVE IN),4500,6,6,"Petaling Jaya, Selangor",266.67,2.5-storey Terraced House,"
Description
Puchong new township, 3 storey Superlink With Private Garden,6 Bedroom
                                    Puchong new township (Lesure Lifestyle) 
3 storey superline and conner 
Private Pool
Private Garden
SemiD Concept
Green enviroment with gated & guaded
6 Bedrooms 6 Bathrooms
-24X85
-build up 4,500sf 
-land size 2,040
@Monthly Instament From RM4,700

*10 minutes from Tesco 
*8 Minutes Sing Ming chinese school
*15 minutes to Foods street 
*next to Putrajaya Link, Mex & Elite highway 

we got new phase 3 storey 
6 bedrooms 6 bathrooms
-20X75 and 22x75
-build up 3,471sf ~ 3,750sf 
-land size 1,496sf ~1,647sf

I am mr JHLIM pls call or Whatsapp me for more information and details
️ 0126068628 

️ 0126068628 

️ 0126068628 

http://puchonghouses.watsap.me
http://puchonghouses.watsap.me
http://puchonghouses.watsap.me
                                    Read More
",,Individual,Unfurnished,2022,6 days ago,Leasehold,2.5-storey Terraced House For Sale,,RM 266.67 psf,4500 sqft,,,https://www.propertyguru.com.my/property-listing/puchong-new-township-3-storey-superlink-ready-to-move-in-for-sale-by-lim-jee-hone-31692930
1874,"700,000",Opal Damansara,,Opal Damansara,1420,4,3,"Jalan PJU 3/27 Sunway Damansara, Petaling Jaya, Selangor",492.96,Condominium,"
Description
Non Bumi Lot, Below Market Rate, Near Sunway Giza, Mrt, Kota Damansara
                                    Opal Damansara Condominium, Kota Damansara, Unit for Sale!!!

*** Actual Photo Actual Unit ***
*** Minor Renovation ***
*** SALE with Lock, Stock & Barrel ***
*** Very Good Security & Peace Environment ***
*** Hot Area & High Demand ***
*** Low Density ***
*** Well Kept ***

~ 1420 sf with 3+1 Bedrooms & 3 Bathrooms

~ Covered 2 Car parks
~ Move in Condition
~ Nice Environment
~ Good Location

~ View to Believe

For Further Information & Viewing Arrangement,
Please Contact / WhatsApp 014-3232743 
 Ben
It would be my pleasure to serve you
Thank you~
                                    Read More
",SUNWAY INTEGRATED PROPERTIES SDN. BHD.,Strata,Fully Furnished,"January, 2007",6 hours ago,Leasehold,Condominium For Sale,Middle Floor,RM 492.96 psf,1420 sqft,248,"Air-Conditioning, Balcony, Bed, Cable TV, Cooker Hob/Hood, Corner Unit, Dining Room Furniture, Fridge, Park / Greenery View, Intercom, Kitchen Utensils, Living Room Furniture, Maidsroom, Renovated, Television, Washing Machine, Water Heater, Badminton hall, Covered car park, Perimeter Fencing, Fun pool, Gymnasium room, Multi-purpose hall, Pavillion, Reading Room, 24 hours security, Swimming pool, Tennis courts, Wading pool",https://www.propertyguru.com.my/property-listing/opal-damansara-for-sale-by-ben-mok-29346310#contact-agent
1875,"848,000",Taman Tasik Prima Lake Haven Homes,,Taman Tasik Prima Lake Haven Homes,2500,4,4,"Jalan Tasik Prima 1, Puchong, Selangor",339.20,2-storey Terraced House,"
Description
Tasik Prima Puchong Lake haven Homes renovated good condition
                                    Tasik Prima Puchong, Puchong
Tasik Prima Puchong Lake haven Homes

24x 80
Back with 10 ft land
4 Rooms 4 Baths
Good condition
Fully furnished move in condition
Gated guarded
Renovation with built in wardrobe and kitchen cabinet
Plaster ceiling
Whole house newly paint
Auto gate
walking distance to lake garden

For more information
Please do not hesitate contact Ms Wong
http://wa.me/60122888851
                                    Read More
",,Individual,Fully Furnished,N/A,6 days ago,Leasehold,2-storey Terraced House For Sale,,RM 339.20 psf,2500 sqft,,"Air-Conditioning, Dining Room Furniture, Living Room Furniture, Renovated, Water Heater, 24 hours security",https://www.propertyguru.com.my/property-listing/taman-tasik-prima-lake-haven-homes-for-sale-by-cherie-wong-35797376#contact-agent
